"PCON11CD","Total_Population","Total_Households","Total_Dwellings","Total_Household_Spaces","Total_Population_16_and_over","Total_Population_16_to_74","Total_Pop_No_NI_Students_16_to_74","Total_Employment_16_to_74","Total_Pop_in_Housesholds_16_and_over","Total_Population_3_and_over","k001","k002","k003","k004","k005","k006","k007","k008","k009","k010","k011","k012","k013","k014","k015","k016","k017","k018","k019","k020","k021","k022","k023","k024","k025","k026","k027","k028","k029","k030","k031","k032","k033","k034","k035","k036","k037","k038","k039","k040","k041","k042","k043","k044","k045","k046","k047","k048","k049","k050","k051","k052","k053","k054","k055","k056","k057","k058","k059","k060"
"E14001028",95362,40872,42516,42529,77173,69670,69670,42224,76421,91752,6061,10945,24282,26134,15630,717,13118.8017982,764,24025,37352,9476,93349,706,152,208,15,369,379,184,93233,357,510,273,7959,4380,4,8452,20650,9845,3576,26119,9064,5054,1619,42780.67320233,11436,28099,8872,11959,3940,12181,4264,32637,4163,3614,12739,29485,121,4868,5378,746,7453,2102,1741,2344,1489,2683,2329,3914,5479
"E14001029",88030,34834,36361,36400,69695,62645,62645,36522,69132,84297,6164,11047,24089,20783,13943,572,14861.9337445,564,23879,32497,7523,59974,2878,11462,2225,2189,2227,5495,1580,73458,396,3082,3915,4389,4325,17,4357,17006,7969,7064,20463,9641,4025,2969,31542.1878032,9805,21791,7042,10658,4824,8369,7091,24715,3876,4568,10488,26034,51,2904,5348,673,6526,2495,1741,1926,1675,1958,1718,3022,4919
"E14001030",90191,35679,37454,37485,70757,64731,64731,38247,69987,86039,6730,11526,26303,20702,12316,604,14650.7142363,770,25196,32185,7907,69229,2452,7458,2895,1744,1413,4143,857,79658,419,2241,2745,5277,4261,9,4678,17275,7679,7832,19896,10768,4272,3033,32820.23835216,9795,23317,7517,9252,4583,8507,6126,26927,4498,4939,10504,27743,21,3106,6467,1001,7418,2473,1771,1706,1565,2022,1745,2915,4558
"E14001031",95460,42766,47528,47548,80321,67546,67546,43850,78256,93046,4138,9753,18047,28371,23864,1502,7109.7238402,2543,19914,43264,9627,93532,738,234,59,86,538,166,107,90503,1169,461,165,8655,3486,6,17332,11537,10868,7395,29968,5966,5926,1680,35718.69183402,11444,26770,9463,24773,3791,16676,1522,28868,9039,1546,14975,28875,1786,3741,3869,410,6543,1187,3031,3398,1433,1799,3478,4466,6423
"E14001032",158142,55510,56492,56771,124264,119582,119582,71372,123432,150487,12334,19467,61207,27048,10431,362,77138.9752002,832,59596,46135,13582,54623,8138,14805,10435,17665,10362,36483,5631,77143,4577,15477,11956,5130,4891,997,3306,5728,18206,29481,17555,18767,18523,19585,34632.32169498,12383,29046,12408,37864,21166,4781,48698,14527,6501,8386,22029,49343,39,6728,2015,474,10596,3766,8716,7033,4972,6502,2945,6233,7829
"E14001033",94797,38731,40664,40683,77507,69801,69801,43651,75601,91714,5256,10862,21785,26083,16870,665,9944.0502001,1912,25102,37932,8519,92948,760,380,77,11,356,163,102,91455,633,1251,527,6658,4652,349,10877,14696,10413,4314,27744,6311,4166,1427,33890.93913508,11315,25699,11026,19504,7383,14452,3539,32301,5637,2889,13621,30030,837,3206,4717,506,7427,2266,2236,3125,2124,1820,2303,5091,6117
"E14001034",113394,46488,49221,49236,91933,83132,83132,58126,88781,108833,7458,12675,31846,28338,18317,820,12149.6512575,3337,26944,47662,11371,106378,2395,533,196,161,1188,1899,644,96292,1920,2819,1102,10085,4023,15,18480,13969,11408,4915,29347,7162,8715,2542,31343.21772907,10321,31792,9983,18567,4382,19352,2285,44781,8056,2742,14984,43142,1315,4846,7206,553,8615,2891,2772,4596,1917,2681,3692,4039,5919
"E14001035",91658,39752,41596,41626,76582,65813,65813,42514,74684,89304,4036,9818,18156,27799,21194,1149,5330.9169406,2274,19469,41767,8678,89694,723,293,44,32,593,166,113,87563,996,582,239,8248,3586,3,18257,12685,5058,5169,28873,5632,4588,1344,32213.27509774,11616,23515,8698,25778,4388,18994,1480,31548,4962,2048,13569,28945,1217,3432,4689,543,6401,1191,2088,4911,1739,1906,2329,4776,5162
"E14001036",116771,53485,56443,57396,96049,90189,90189,55603,94789,111841,7818,11860,48684,22769,11864,549,97823.5904625,1269,47946,32507,11473,65738,6715,3773,1256,4441,8113,11377,15358,56382,11912,3140,5752,7712,3701,496,999,1523,4495,50355,16686,15887,19663,17151,33751.73557323,9042,15664,8008,45387,9953,3468,33677,7278,10492,4717,11762,43841,27,1838,1263,272,6014,1744,3796,14283,10015,2561,1552,3797,4311
"E14001037",83919,37611,43642,43670,71034,61119,61119,42143,68659,81787,3624,8235,17947,25359,19549,1017,6318.0429725,2899,18699,38303,7796,82472,537,139,38,52,441,160,80,79825,782,1175,260,8135,2914,17,13615,12035,10351,7478,27323,3991,5552,1601,29479.28606404,9748,22697,8393,23672,3418,14614,1502,26688,9723,1123,13620,28523,1231,3779,3233,395,7678,1310,5396,2941,1335,1579,1558,4612,4720
"E14001038",104288,46190,48410,48649,85367,74770,74770,48264,83172,100487,6245,11501,25837,27676,20311,1295,16658.5679831,2219,24767,41440,12012,101029,1084,497,44,212,723,457,242,98029,1073,2094,656,8675,3535,91,13227,14407,7951,12463,31267,4854,9538,2601,43430.56567934,11440,31357,10990,19631,4690,16099,3246,35639,6716,2757,15417,32847,516,3882,4046,781,9174,2557,2944,3769,2645,1986,2819,3885,7088
"E14001039",101878,44107,45853,45888,82875,75388,75388,46829,82160,98127,6248,11486,27328,27102,16504,590,16877.1150874,718,28272,38140,10243,98880,922,413,249,43,559,541,271,98001,431,1244,595,7484,5193,13,7527,19984,12708,5653,27990,10080,5325,2181,42046.94633766,11621,29596,9532,16410,4637,12573,4128,34507,6799,4044,13457,33372,121,4455,6008,662,8403,2471,2288,2920,1783,2455,2771,4109,6188
"E14001040",96395,39760,40942,41147,78973,73076,73076,53846,78180,91988,7097,9491,37994,20940,11159,716,28242.3046539,817,31374,37284,6397,74098,4009,3570,2283,732,7121,2834,1748,64317,4513,3562,1760,7944,3048,99,3080,7790,13580,16673,25065,3240,11026,4976,20314.3047173,7385,14055,7278,42981,5253,8169,30503,13594,6219,2108,10778,43068,15,3001,1572,282,5402,1389,2196,13350,6952,2839,2518,5341,5424
"E14001041",97303,39310,40937,40963,79720,70304,70304,47083,75755,94087,5509,10874,23021,25291,17680,1087,10588.5479081,4526,24545,41430,7857,91812,1502,990,98,223,1762,463,453,87999,1945,1031,366,7738,3035,497,14911,9477,8321,7831,27323,5937,5383,2211,24874.85821599,9542,21531,11519,32674,8814,16908,4993,29815,8359,1647,14931,32152,432,2999,2663,410,6435,1532,2450,7613,2611,1964,3527,5958,6172
"E14001042",102327,41557,43454,43508,81328,73844,73844,53486,79009,98263,6726,12826,29635,26558,14578,789,11463.5690969,3335,24901,42251,9091,88876,2575,4201,1354,204,2554,1719,844,85688,3013,1942,742,7891,3589,11,13585,10261,8673,9929,28374,4788,7531,2909,21275.61285722,8860,24549,9525,30631,5193,19712,5460,37318,6305,2185,12712,40774,123,3136,3675,697,7100,4227,2716,10544,2700,2986,3009,5339,4147
"E14001043",72312,31022,31988,31997,59652,51974,51974,33042,58950,70158,3676,8112,16382,20509,15254,760,9570.1512179,704,16479,31660,6236,70731,555,231,52,41,452,144,106,70087,491,259,127,5257,3686,3,8388,14583,5864,3161,24578,2913,3228,754,26108.11584899,9344,20123,7533,18338,3410,11761,3975,24583,3033,1798,9969,23073,70,2185,3844,425,4675,1233,1483,3350,1955,1286,2419,3530,5128
"E14001044",69209,30107,31114,31128,57382,49056,49056,30831,56635,67317,3327,7664,14552,20578,15071,810,9385.3948774,779,15894,29373,6500,67361,653,325,70,27,515,105,153,66799,521,172,109,4900,3607,3,7584,14124,4891,4519,23803,2973,3008,765,28303.72215325,9538,18402,7006,18712,3444,11085,3704,22610,2831,1823,9635,21196,68,2212,2503,311,4009,1164,1414,3144,1751,1118,2507,3990,5159
"E14001045",88429,36748,37969,37992,72008,64683,64683,44107,71094,85378,5175,10156,22096,25132,15323,779,8656.9074935,921,19668,38661,8389,85766,1053,337,19,90,564,469,131,84255,812,881,289,7666,3864,3,13151,12465,7783,4361,27068,5152,4105,1604,26911.95873195,9412,27108,8449,17137,3528,16545,6411,30280,4692,2124,12605,31502,447,4490,4317,508,6917,2190,1729,4388,4039,1894,2399,3987,4697
"E14001046",104779,43241,45580,45597,85312,76163,76163,56515,83129,100956,6362,11815,27252,28782,18278,984,9951.8253613,2364,23718,46308,9558,101469,1263,354,95,152,823,437,186,96892,1667,1421,371,9348,3927,15,15620,14727,10270,4653,30689,5387,6423,1897,27621.36979698,10358,28137,10513,28076,4040,20473,3685,39949,8365,1730,15220,41295,750,4654,5130,568,8493,1825,2559,7467,2156,2308,5186,6644,5689
"E14001047",105870,41878,43182,43221,84493,76604,76604,54900,83068,101115,7788,12359,32416,26359,15026,839,15282.0683084,1429,25054,45806,8502,89147,2439,2349,5690,458,3105,1530,1152,86304,3453,2070,1506,7998,3929,33,13758,10737,8264,10139,29833,4923,6718,3596,23389.42977215,9817,24736,9554,32137,4885,18474,10160,34060,6998,2418,13948,40952,102,3704,3218,476,7929,2884,2198,10224,3844,3081,3694,4478,5646
"E14001048",101114,39745,41170,41183,80110,73619,73619,54163,78514,96990,6974,12708,29005,27166,13609,651,10761.4320443,1689,22623,45562,7674,89557,2120,3692,1290,173,2081,1434,767,89174,1862,1046,501,8451,3666,18,18162,11496,6187,4911,30989,3260,5083,1608,20350.26199542,8976,24097,9988,32552,4851,21344,5581,39124,5206,1949,13515,40648,185,3625,3646,856,7680,1901,1776,12239,2943,2545,3358,6098,4710
"E14001049",88737,36650,37705,37760,70210,63588,63588,36845,69244,84832,6269,11109,24284,20752,13192,506,17135.5206508,977,26797,29739,8253,67716,4879,5740,430,134,1955,6892,991,78335,618,1745,1737,4860,4388,23,3928,19876,6404,7504,19940,12289,3731,2812,31990.11978766,9585,24103,7536,10532,5573,8482,6037,25273,4775,5192,11244,25601,72,3046,5082,577,6441,2379,1932,1687,1570,1857,1919,3008,5714
"E14001050",88177,35388,36758,36771,69876,63230,63230,35273,69172,84448,6190,10934,24603,20449,13513,550,14009.0866433,739,25320,31182,7843,58689,4328,14464,677,65,2576,5571,1807,74743,489,1240,3223,4443,4455,35,4774,17544,6976,7438,19291,11321,4081,2980,32775.097224,9350,22432,6687,9720,5147,8052,5821,24083,4615,5459,10436,24837,54,2613,5662,698,6922,2324,1735,1668,1447,1709,1674,2858,4572
"E14001051",84913,35296,36683,36899,69855,62086,62086,37597,67686,81833,5024,9007,23677,20522,14187,830,14727.9654411,2232,25293,31506,7526,54761,3802,12239,3352,233,3504,5065,1957,68779,765,2326,3142,4884,3636,228,8866,12678,6231,9118,22289,6441,6017,2748,29718.00449669,9668,20490,8047,19997,6883,10764,5989,25844,4313,4068,11004,26593,70,2539,4127,501,5857,1898,1894,2818,2155,1582,2347,4773,5348
"E14001052",98768,42042,43272,43415,80291,73382,73382,50101,78425,94857,6359,11017,28510,24281,13922,687,16721.3953109,1914,29364,35901,9997,92294,1395,806,1923,449,1188,473,240,91176,1380,1995,951,8022,3602,353,9498,15077,10000,8768,27513,6438,7645,2898,30006.34814322,9648,25279,11644,22211,7258,14256,3421,34211,10339,3071,14999,35102,122,3144,5929,792,8762,2347,2819,4336,1942,2190,3459,5394,6542
"E14001053",78363,34586,36367,36372,64943,57817,57817,37097,64085,75838,4176,8291,18474,23019,15180,654,7911.3666826,862,18401,33376,7453,77563,336,56,32,72,205,51,48,76626,399,390,156,6798,3626,4,9100,12147,12016,2990,23824,6999,3237,992,30483.74273447,8731,22979,7566,13539,2876,11735,2068,27559,5315,2268,11718,25379,1141,3710,5831,1114,5738,1514,2587,1919,861,1215,2396,3031,4454
"E14001054",98824,42957,44696,44714,78394,71419,71419,45204,78018,94447,7148,11898,27471,24701,14635,651,16697.508958,397,28851,33595,10140,92952,1589,825,382,201,1070,1301,504,93325,638,1402,769,6866,4430,28,5645,19035,13410,6596,26132,11087,5097,2271,40108.35599097,10857,28525,9549,15902,4823,11615,5498,33029,5007,3743,11982,33222,61,3708,3976,832,8499,2557,2272,3943,2449,2737,2383,3702,6119
"E14001055",94724,44231,45833,46129,79897,66019,66019,42748,77879,91688,5041,8857,22006,24641,23189,1874,18288.1291606,2023,22596,38065,10806,90068,1390,613,114,379,1203,628,329,87303,1391,1217,514,7585,3281,26,12847,9766,8075,15395,31858,4390,7569,3456,38728.91885752,10560,27749,9451,20354,3605,13394,4213,28448,7571,2208,13264,29484,202,3133,3528,1046,6848,1816,1889,4010,3022,2099,2683,3459,6837
"E14001056",108050,41557,42894,43039,85023,78659,78659,54251,83500,103406,7551,14051,32046,25152,13624,592,14788.2799186,1966,29557,42432,8561,79227,3693,2543,12739,537,3292,5389,630,88290,1779,2773,2626,7417,3704,337,10750,15157,6606,10427,27880,6079,7049,4504,22804.10146057,9628,26744,10985,26671,7892,18469,5955,38580,6319,2962,15030,39221,129,3788,4864,730,9905,2769,2628,8315,2389,2846,2403,5273,5410
"E14001057",88464,37620,39111,39124,73916,64146,64146,43402,72594,86112,4106,9358,19460,25799,19295,893,8853.9932784,1330,18610,41371,7523,82701,830,3089,594,92,598,325,235,84338,576,402,359,7302,3897,43,14285,17240,3537,3377,31665,1727,3774,960,31198.59572232,11183,23745,9280,23630,4569,16442,2583,33588,4631,1349,13157,30245,824,3547,4117,421,6383,1456,2198,3801,1704,1329,4301,5084,6402
"E14001058",97975,42985,45008,45059,81190,72331,72331,46339,80272,94819,5256,10387,23754,27439,19629,834,12684.2132919,1017,23588,40574,10543,95273,998,299,133,512,446,214,100,94551,721,906,376,8421,4417,4,13178,16472,8349,5699,30619,6205,5660,1918,35790.73373204,11123,27687,9258,17916,3920,16974,2292,35889,5535,3041,14150,32189,337,3679,7072,694,8565,2217,2209,3329,1770,2055,2207,4155,5754
"E14001059",105438,45987,47108,47152,83741,76299,76299,48918,83133,100490,8095,12344,32552,25318,13718,765,19589.1473828,623,34215,32544,10974,91861,3460,2233,1369,190,2092,2999,1234,94192,1089,2464,1208,6942,4655,54,4021,18749,13280,11084,23846,15210,6322,3119,40226.09837948,10953,27453,8984,20734,5422,10439,9088,31645,6432,4203,12999,35919,31,3143,3025,481,7308,3629,3397,5356,2855,3608,1955,4566,7318
"E14001060",106783,46096,48449,48480,87682,76841,76841,52633,85651,102979,6206,11590,25865,28474,21055,1142,11189.8369833,2145,24301,45400,11070,104480,804,282,76,68,674,267,132,100648,1368,1925,811,9466,3884,6,13999,15054,13006,6024,32129,6984,6360,2272,35730.08990322,11344,32292,11128,20190,3795,17721,1256,37648,10798,2235,15792,36841,1054,4188,9352,431,9285,1793,2506,3335,1370,2072,4216,4144,6613
"E14001061",104359,45282,47254,47498,88086,81183,81183,53617,85478,100613,6081,9176,31691,22312,13062,684,25046.5962611,2745,42130,30986,9981,96775,1520,1036,272,270,2904,864,718,92577,2222,2309,866,8583,3222,1712,3015,14277,17128,13052,24368,8568,11695,4976,29220.93793665,8359,23722,15819,28815,14597,8325,5808,23820,21559,3130,17249,36368,114,3297,3245,372,8607,2424,5376,5008,3101,2410,2977,6687,6975
"E14001062",93692,38270,39229,39237,78189,68606,68606,45104,73295,91031,4596,9884,21286,25767,18696,973,9536.5270578,4914,22081,42608,7420,89956,893,495,145,100,1518,330,255,88053,1258,673,247,8379,3460,121,15968,16523,4096,2517,31490,3111,3285,954,26758.9701816,9865,24413,11771,25060,8072,14420,4400,29598,8511,1452,15060,30044,384,3517,3326,405,7419,2195,2429,4326,2704,1726,3112,5340,6138
"W07000041",69751,30594,34168,34183,57890,50818,50818,30431,57083,67403,3878,7210,15653,19650,14869,777,3635.0876517,810,17245,28475,6904,68520,480,135,33,53,270,81,179,67783,519,228,131,5368,3208,47,16382,7281,7620,2576,21034,4487,4324,1028,28755.24013936,8042,19487,6887,15098,3441,12011,1166,23502,3679,2381,9146,21285,932,2749,2335,1174,4380,1597,2086,1558,669,978,2754,3401,4553
"W07000042",70001,29367,30436,30465,57120,51496,51496,32954,56684,67570,4094,7907,16210,20521,12652,499,5326.0077343,442,16742,29237,6688,69127,334,102,45,35,223,63,72,67765,516,747,354,5631,3396,5,12499,11704,4099,2063,21616,4557,2895,1015,26623.27828313,8457,20578,6593,13599,3293,12454,1359,26591,3309,1936,9677,23277,385,2790,5946,599,4845,1374,1848,2106,1278,1364,2041,3169,3871
"W07000043",82505,34414,35359,35373,66742,60829,60829,41095,66365,79370,5255,9463,21913,21840,13091,594,8611.0414777,385,20839,33238,8044,81034,517,194,42,188,372,79,79,78946,718,1451,639,6504,3914,2,12161,15350,5186,2456,25175,5094,3834,1439,27440.76687162,9186,25927,8505,14192,3918,13737,2656,32810,4090,2396,11762,29333,300,3062,8067,672,7208,1641,2001,2686,2340,1894,2194,3205,4335
"W07000044",70741,29873,30845,30874,57663,52121,52121,33416,56486,68035,4471,7815,18984,18356,11602,585,9113.351023,1184,19175,27334,6885,67692,641,747,149,126,832,404,150,64859,832,2565,1145,5292,3176,164,8909,11172,6326,4333,18927,6533,3910,1674,26393.78386567,7674,18883,6513,13717,4411,10111,2262,25642,4380,2174,9831,23585,230,2072,6276,529,5217,1410,1668,1996,1348,1537,2078,2919,4839
"W07000045",81245,34961,36960,36979,65894,58397,58397,34479,65160,78240,5014,9317,19331,21936,15046,721,8024.7221556,749,19961,31845,8220,79576,449,266,108,62,534,107,143,77720,573,1504,926,5886,3873,7,9523,13953,10510,2885,24198,5963,4221,1271,38930.83962646,10783,23277,7182,13826,3766,11375,1548,27825,3745,2570,10554,23925,386,2881,3679,497,6089,1413,1792,1585,1188,1267,3301,3480,5523
"W07000046",77819,33551,35966,35968,63853,56049,56049,35292,63163,75345,4151,8915,18673,21740,15525,829,6826.4822865,691,17606,33514,7223,76205,524,236,84,57,338,139,236,75363,525,305,158,5727,3713,35,13531,13255,5344,3728,26061,3666,3281,1103,32625.27799449,11128,21181,7290,20217,3788,13862,1613,29028,2820,1659,10800,24492,303,2695,2858,392,5424,1142,1838,2721,1594,1302,3595,4385,5467
"W07000047",80668,35039,36613,36844,69271,62187,62187,32159,65852,78503,3606,7004,19489,18166,13289,620,14904.779265,3421,31658,25114,7570,72084,984,741,330,1330,2306,1168,1725,71398,1133,917,987,5004,2868,1669,5830,10508,10103,10235,19164,7902,7355,3225,34822.91007041,8972,18611,13322,19339,15372,8969,2914,21808,6200,2457,12058,20101,58,2028,1704,338,5205,1162,2982,2594,1577,1250,2560,4180,4805
"W07000048",80536,34907,36150,36165,64503,58735,58735,35342,63964,77307,5353,9734,22428,20383,12058,491,11390.393993,548,23232,28179,8410,76408,652,500,177,557,1147,676,419,75972,555,928,776,5406,4026,58,5957,12548,13283,4238,21342,8310,4624,2159,36682.80455992,10249,23301,6895,11525,4105,9157,3095,27525,3937,2715,11214,24128,40,2779,2827,459,6857,1854,2053,1999,1738,1590,3581,2773,5349
"W07000049",66133,28569,30405,30424,54453,48646,48646,27534,53984,63935,3645,7217,16978,18110,11560,553,8432.8567898,471,17732,24996,7133,64537,485,155,78,212,382,196,88,64481,311,225,156,4690,3750,4,4364,13233,9582,3200,19153,5689,3172,1057,34890.01195861,9478,19513,5798,9048,3036,8103,1685,22036,3120,2335,8109,19425,81,2430,4774,437,4150,1167,1419,1316,1157,1187,2376,2079,3802
"W07000050",88097,33469,34904,35241,76129,71567,71567,38703,69647,85408,4290,6968,24325,14845,8656,504,23839.0581544,6513,44920,22133,5735,71092,2534,2566,2557,1349,3716,1810,2473,72060,2116,2000,1920,5008,2255,2809,3268,5811,13552,12604,16745,4135,12162,5588,22478.81559309,7087,15943,19754,25472,24258,8660,5636,20292,11234,2893,13654,25049,29,1717,1820,601,6299,967,4306,4137,2662,1561,2625,4743,4940
"W07000051",88114,35865,36973,36975,72169,64464,64464,42371,69197,84927,5325,9523,22986,22581,13858,711,13606.4617224,2995,25636,34640,6876,80075,1740,1664,675,490,1650,740,1080,80965,1131,778,664,6267,3569,283,8135,15217,7540,6077,27073,3559,4825,1700,27609.30890748,10243,20345,9975,26959,8281,13644,4999,29599,6020,2079,11951,30420,37,2606,2380,683,5532,1105,1984,4469,2913,1433,4296,5605,7389
"W07000052",69576,30417,32741,32755,56761,50555,50555,27175,56120,67018,4081,7852,17162,18410,12447,597,9690.2259022,644,19877,24757,6864,68235,364,91,42,37,423,313,71,68192,242,165,128,4387,3909,137,2105,3946,23959,2737,21392,3715,4831,1431,39340.09493206,8996,19122,5975,7950,3875,7241,2539,20880,3181,2756,8116,19059,41,3182,3982,506,3772,1185,1280,985,954,1052,2081,2440,4581
"W07000053",81108,34065,35629,35634,65428,59124,59124,35910,64763,78116,4962,9628,20306,21916,13153,610,10310.6642608,668,20933,30920,8356,79508,528,154,59,65,573,131,90,79250,386,187,143,5936,4094,0,6035,9999,15108,4422,22291,8472,2958,1591,36152.57125895,10464,23617,7312,12619,3817,11145,2478,29123,3320,2910,10326,25584,102,3209,5286,593,5756,1514,1663,1732,1775,1457,3398,3128,4880
"W07000054",83733,35606,37371,37405,69259,60271,60271,38584,67805,81352,4093,9339,17499,25189,17682,907,6372.6286188,1623,18000,37349,8080,81964,592,215,49,55,565,167,126,80238,820,465,169,6949,3517,1,15998,9212,7936,4170,26285,4878,3922,1307,31141.88055655,10725,21355,7300,23497,3848,15465,1453,28727,4829,2013,11393,27191,1176,3089,3499,466,5884,1197,2136,3634,1844,1448,2982,4125,5311
"W07000055",77892,31930,33173,33218,62027,56194,56194,34598,61117,74703,5146,9672,20101,19661,11860,450,13040.8309356,911,21236,29054,7275,71392,1257,452,1736,881,793,971,410,72562,596,1031,881,5181,3474,87,6626,10539,11781,4231,21340,5861,4291,1811,28418.35246129,9005,21762,7260,12720,4838,10147,3521,26079,3823,3000,10823,23775,148,2424,4092,633,6709,1708,2379,2320,2030,1617,2334,2602,4292
